"U:0","U:1","U:2","k","nut","omega","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,nan,nan,nan,nan,0,0.06851,0.05851,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06882,0.05882,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06913,0.05913,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06944,0.05944,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06975,0.05975,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07006,0.06006,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07037,0.06037,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07068,0.06068,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07099,0.06099,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0713,0.0613,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07161,0.06161,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07192,0.06192,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07223,0.06223,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07254,0.06254,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07285,0.06285,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07316,0.06316,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07347,0.06347,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07378,0.06378,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07409,0.06409,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0744,0.0644,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07471,0.06471,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07502,0.06502,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07533,0.06533,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07564,0.06564,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07595,0.06595,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07626,0.06626,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07657,0.06657,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07688,0.06688,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07719,0.06719,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0775,0.0675,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07781,0.06781,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07812,0.06812,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07843,0.06843,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07874,0.06874,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07905,0.06905,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07936,0.06936,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07967,0.06967,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.07998,0.06998,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08029,0.07029,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0806,0.0706,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08091,0.07091,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08122,0.07122,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08153,0.07153,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08184,0.07184,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08215,0.07215,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08246,0.07246,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08277,0.07277,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08308,0.07308,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08339,0.07339,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0837,0.0737,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08401,0.07401,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08432,0.07432,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08463,0.07463,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08494,0.07494,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08525,0.07525,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08556,0.07556,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08587,0.07587,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08618,0.07618,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08649,0.07649,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0868,0.0768,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08711,0.07711,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08742,0.07742,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08773,0.07773,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08804,0.07804,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08835,0.07835,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08866,0.07866,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08897,0.07897,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08928,0.07928,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.08959,0.07959,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0899,0.0799,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09021,0.08021,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09052,0.08052,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09083,0.08083,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09114,0.08114,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09145,0.08145,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09176,0.08176,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09207,0.08207,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09238,0.08238,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09269,0.08269,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.093,0.083,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09331,0.08331,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09362,0.08362,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09393,0.08393,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09424,0.08424,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09455,0.08455,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09486,0.08486,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09517,0.08517,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09548,0.08548,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09579,0.08579,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0961,0.0861,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09641,0.08641,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09672,0.08672,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09703,0.08703,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09734,0.08734,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09765,0.08765,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09796,0.08796,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09827,0.08827,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09858,0.08858,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09889,0.08889,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0992,0.0892,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09951,0.08951,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.09982,0.08982,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10013,0.09013,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10044,0.09044,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10075,0.09075,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10106,0.09106,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10137,0.09137,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10168,0.09168,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10199,0.09199,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.1023,0.0923,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10261,0.09261,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10292,0.09292,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10323,0.09323,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10354,0.09354,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10385,0.09385,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10416,0.09416,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10447,0.09447,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10478,0.09478,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10509,0.09509,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.1054,0.0954,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10571,0.09571,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10602,0.09602,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10633,0.09633,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10664,0.09664,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10695,0.09695,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10726,0.09726,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10757,0.09757,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10788,0.09788,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.10819,0.09819,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.1085,0.0985,0.049,0
